date,position_status,num_contracts,current_price,signal,forecasted_return,atr,stop_loss,carry_spread,carry_multiplier,volume_scanner_triggered,atr_scanner_triggered,structure_scanner_triggered,market_risk_scanner_triggered,any_scanner_triggered,unrealized_pnl,realized_pnl,roll_pnl,daily_total_pnl,cumulative_pnl,equity
2025-01-22,LONG,8,6.86,LONG,0.2058441657924866,0.14285714285714285,6.645714285714286,0.02999999999999936,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,57450.0,10057450.0
2025-01-23,FLAT,0,6.9,NEUTRAL,0.04464028123890923,0.14357142857142854,,0.02999999999999936,0.0,False,False,False,False,False,0.0,7480.000000000007,0.0,7480.000000000007,64930.0,10064930.0
2025-01-24,FLAT,0,6.83,NEUTRAL,0.08385127780402897,0.1471428571428572,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,64930.0,10064930.0
2025-01-27,LONG,8,6.73,LONG,0.21465937009001906,0.14857142857142863,6.509285714285714,0.03999999999999915,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,64930.0,10064930.0
2025-01-29,FLAT,0,6.88,NEUTRAL,-0.11910890269807643,0.14428571428571432,,0.040000000000000036,0.0,False,False,False,False,False,0.0,7480.000000000007,0.0,7480.000000000007,85890.0,10085890.0
2025-01-30,FLAT,0,6.91,NEUTRAL,-0.006648197832463801,0.14000000000000007,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,85890.0,10085890.0
2025-01-31,FLAT,0,6.86,NEUTRAL,0.06218412458634948,0.13285714285714287,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,85890.0,10085890.0
2025-02-03,FLAT,0,6.98,NEUTRAL,-0.06302786185171097,0.11142857142857134,,0.03999999999999915,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,85890.0,10085890.0
2025-02-04,FLAT,0,6.99,NEUTRAL,-0.10615340476586956,0.1135714285714285,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,85890.0,10085890.0
2025-02-05,LONG,10,7.09,LONG,0.18263171819494334,0.117142857142857,6.919642857142857,0.03000000000000025,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,85890.0,10085890.0
2025-02-06,LONG,10,7.13,LONG,0.1944557904861327,0.12142857142857132,6.947857142857143,0.040000000000000036,0.25,False,False,False,False,False,10000.00000000001,0.0,0.0,0.0,85890.0,10085890.0
2025-02-07,FLAT,0,7.35,NEUTRAL,0.05892588042289734,0.12785714285714272,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-10,FLAT,0,7.52,NEUTRAL,-0.0065917295406412516,0.12857142857142842,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-11,FLAT,0,7.35,NEUTRAL,0.061437069839607096,0.13999999999999987,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-12,FLAT,0,7.53,NEUTRAL,0.15482940728173816,0.14785714285714274,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-13,FLAT,0,7.62,NEUTRAL,0.03861432667878162,0.152142857142857,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-14,LONG,8,7.37,LONG,0.26317659416623984,0.1678571428571427,7.141785714285715,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,150240.0,10150240.0
2025-02-18,SHORT,28,7.27,SHORT,-0.4347113497147036,0.17214285714285696,7.521785714285714,0.040000000000000036,1.0,False,False,False,False,False,0.0,-20520.000000000106,0.0,-20520.000000000106,129720.0,10129720.0
2025-02-19,SHORT,28,7.22,SHORT,-0.38018382371618836,0.17142857142857126,7.477142857142857,0.04999999999999982,1.0,False,False,False,False,False,34999.99999999987,0.0,0.0,0.0,129720.0,10129720.0
2025-02-20,SHORT,28,7.25,SHORT,-0.2896942534811049,0.1707142857142855,7.476071428571428,0.04999999999999982,1.0,False,False,False,False,False,13999.999999999702,0.0,0.0,0.0,129720.0,10129720.0
2025-02-24,FLAT,0,7.14,NEUTRAL,-0.024815311358755768,0.1635714285714284,,0.040000000000000036,0.0,False,False,False,False,False,0.0,68180.00000000036,0.0,68180.00000000036,245080.0,10245080.0
2025-02-25,FLAT,0,7.11,NEUTRAL,-0.01293528743113291,0.17785714285714269,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-02-26,FLAT,0,7.22,NEUTRAL,0.008585577635741144,0.18571428571428555,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-02-27,FLAT,0,7.35,NEUTRAL,0.03189849582814697,0.1899999999999998,,0.03000000000000025,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-02-28,FLAT,0,7.28,NEUTRAL,-0.10941798273948625,0.18214285714285694,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-03-03,FLAT,0,7.38,NEUTRAL,0.11903418554890954,0.19214285714285703,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-03-04,LONG,6,7.34,LONG,0.29833814990255114,0.18714285714285703,7.051785714285714,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,245080.0,10245080.0
2025-03-05,FLAT,0,7.6,LONG,0.1848860415441138,0.2035714285714285,,0.03000000000000025,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,283690.0,10283690.0
2025-03-06,LONG,6,7.57,LONG,0.4235139938805297,0.20428571428571418,7.264642857142857,0.02999999999999936,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,283690.0,10283690.0
2025-03-07,LONG,6,7.46,LONG,0.27868784716764583,0.1949999999999999,7.277500000000001,0.040000000000000036,0.25,False,False,False,False,False,-16500.00000000005,0.0,0.0,0.0,283690.0,10283690.0
2025-03-10,LONG,6,7.4,LONG,0.18322946436145787,0.19785714285714276,7.277500000000001,0.040000000000000036,0.25,False,False,False,False,False,-25499.99999999999,0.0,0.0,0.0,283690.0,10283690.0
2025-03-11,LONG,6,7.58,LONG,0.2799031839021321,0.2114285714285713,7.277500000000001,0.040000000000000036,0.25,False,False,False,False,False,1499.999999999968,0.0,0.0,0.0,283690.0,10283690.0
2025-03-12,LONG,6,7.69,LONG,0.47290800503240726,0.21642857142857133,7.365357142857143,0.040000000000000036,0.25,False,False,False,False,False,18000.000000000015,0.0,0.0,0.0,283690.0,10283690.0
2025-03-13,LONG,6,7.83,LONG,0.3599521876093408,0.22357142857142845,7.57,0.040000000000000036,0.25,False,False,False,False,False,38999.99999999997,0.0,0.0,0.0,283690.0,10283690.0
2025-03-14,LONG,6,7.75,LONG,0.22647434852124593,0.22499999999999984,7.57,0.040000000000000036,0.25,False,False,False,False,False,26999.999999999956,0.0,0.0,0.0,283690.0,10283690.0
2025-03-17,LONG,6,7.78,LONG,0.3589385128299531,0.21571428571428555,7.57,0.040000000000000036,0.25,False,False,False,False,False,31499.999999999993,0.0,0.0,0.0,283690.0,10283690.0
2025-03-18,LONG,6,7.89,LONG,0.3942784849522584,0.202142857142857,7.586785714285714,0.040000000000000036,0.25,False,False,False,False,False,47999.999999999905,0.0,0.0,0.0,283690.0,10283690.0
2025-03-19,LONG,6,8.06,LONG,0.28821729600506063,0.202142857142857,7.756785714285715,0.02999999999999936,0.25,False,False,False,False,False,73500.00000000003,0.0,0.0,0.0,283690.0,10283690.0
2025-03-20,LONG,6,8.11,LONG,0.2355059516579724,0.2021428571428571,7.806785714285714,0.040000000000000924,0.25,False,False,False,False,False,80999.99999999987,0.0,0.0,0.0,283690.0,10283690.0
2025-03-21,LONG,6,8.16,LONG,0.22367318860779983,0.20142857142857132,7.857857142857143,0.03999999999999915,0.25,False,False,False,False,False,88499.99999999997,0.0,0.0,0.0,283690.0,10283690.0
2025-03-25,LONG,6,8.26,LONG,0.35619439926863505,0.1871428571428569,7.979285714285714,0.02999999999999936,0.25,False,False,False,False,False,17999.999999999884,0.0,0.0,0.0,364300.0,10364300.0
2025-03-26,LONG,6,8.32,LONG,0.33445684711218593,0.19142857142857123,8.032857142857143,0.02999999999999936,0.25,False,False,False,False,False,26999.999999999956,0.0,0.0,0.0,364300.0,10364300.0
2025-03-27,LONG,6,8.12,LONG,0.3169894912367203,0.19857142857142834,8.032857142857143,0.030000000000001137,0.25,False,False,False,False,False,-3000.000000000203,0.0,0.0,0.0,364300.0,10364300.0
2025-03-28,LONG,6,8.14,LONG,0.29315880419666696,0.19785714285714265,8.032857142857143,0.03999999999999915,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,364300.0,10364300.0
2025-03-31,FLAT,0,8.08,LONG,0.2997022478579537,0.19642857142857123,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,354910.0,10354910.0
2025-04-01,FLAT,0,8.06,NEUTRAL,0.08717856378103744,0.1721428571428571,,0.03999999999999915,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,354910.0,10354910.0
2025-04-02,FLAT,0,8.03,NEUTRAL,0.0742321834774806,0.1735714285714285,,0.040000000000000924,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,354910.0,10354910.0
2025-04-03,LONG,7,7.61,LONG,0.2581417079395837,0.19428571428571415,7.349642857142857,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,354910.0,10354910.0
2025-04-04,FLAT,0,7.29,LONG,0.4209993389085934,0.23428571428571424,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,298455.0,10298455.0
2025-04-07,SHORT,21,7.0,SHORT,-0.17139516365817686,0.27071428571428574,7.351428571428571,0.040000000000000036,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,298455.0,10298455.0
2025-04-08,FLAT,0,6.92,NEUTRAL,0.022851876089561532,0.2864285714285715,,0.040000000000000036,0.0,False,False,False,False,False,0.0,40635.00000000004,0.0,40635.00000000004,339090.0,10339090.0
2025-04-09,FLAT,0,7.03,NEUTRAL,0.00013767638498120294,0.3264285714285715,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-10,FLAT,0,6.98,NEUTRAL,0.10985469788432677,0.35285714285714287,,0.03999999999999915,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-11,FLAT,0,7.29,NEUTRAL,0.9326715107388832,0.36642857142857144,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-14,FLAT,0,7.35,NEUTRAL,0.14714987537368487,0.3685714285714285,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-15,FLAT,0,7.3,NEUTRAL,0.3283671540095089,0.36785714285714294,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-16,FLAT,0,7.38,NEUTRAL,0.15593302065366127,0.36500000000000005,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-17,FLAT,0,7.48,NEUTRAL,-0.02713925063802544,0.3735714285714286,,0.03999999999999915,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-21,FLAT,0,7.41,NEUTRAL,-0.10685175931168026,0.3685714285714287,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-22,FLAT,0,7.67,NEUTRAL,0.31433257456990904,0.37928571428571434,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-23,FLAT,0,7.6,NEUTRAL,0.11680260253067562,0.37500000000000006,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-24,FLAT,0,7.63,NEUTRAL,0.07982146778501067,0.3542857142857144,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-25,FLAT,0,7.62,NEUTRAL,0.5065318657627845,0.3192857142857144,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-28,FLAT,0,7.57,NEUTRAL,0.17660436891517695,0.2878571428571429,,0.040000000000000036,0.0,False,True,False,False,True,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-04-29,LONG,2,7.6,LONG,0.2009769779484018,0.27071428571428585,7.168214285714285,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,339090.0,10339090.0
2025-05-01,FLAT,0,7.25,NEUTRAL,-0.02004966340671166,0.2485714285714288,,0.03000000000000025,0.0,False,False,False,False,False,0.0,2369.999999999991,0.0,2369.999999999991,319330.0,10319330.0
2025-05-02,FLAT,0,7.23,NEUTRAL,-0.079552957329825,0.23500000000000018,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,319330.0,10319330.0
2025-05-05,LONG,5,7.25,LONG,0.17878404797519373,0.22714285714285726,6.8975,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,319330.0,10319330.0
2025-05-06,FLAT,0,7.37,NEUTRAL,-0.06593256967780031,0.222857142857143,,0.040000000000000036,0.0,False,False,True,False,True,0.0,14675.000000000015,0.0,14675.000000000015,334005.0,10334005.0
2025-05-07,FLAT,0,7.2,NEUTRAL,-0.039720058582436366,0.22714285714285726,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,334005.0,10334005.0
2025-05-08,FLAT,0,7.18,NEUTRAL,-0.048489046099157565,0.22214285714285723,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,334005.0,10334005.0
2025-05-09,SHORT,22,7.25,SHORT,-0.2102377825235452,0.23785714285714293,7.583214285714286,0.03000000000000025,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,334005.0,10334005.0
2025-05-12,FLAT,0,7.25,NEUTRAL,-0.0730521376467818,0.23214285714285715,,0.040000000000000036,0.0,False,False,False,False,False,0.0,-1430.0,0.0,-1430.0,332575.0,10332575.0
2025-05-13,SHORT,21,7.31,SHORT,-0.19916296824941235,0.2335714285714286,7.658214285714285,0.040000000000000036,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,332575.0,10332575.0
2025-05-14,LONG,5,7.2,LONG,0.16690604602480635,0.23642857142857146,6.849642857142857,0.040000000000000036,0.25,False,False,False,False,False,0.0,56384.9999999997,0.0,56384.9999999997,388960.0,10388960.0
2025-05-15,FLAT,0,7.31,NEUTRAL,-0.05097197809449577,0.2342857142857143,,0.040000000000000036,0.0,False,False,False,False,False,0.0,13424.999999999929,0.0,13424.999999999929,402385.0,10402385.0
2025-05-16,FLAT,0,7.18,NEUTRAL,0.030194070586982383,0.23714285714285716,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,402385.0,10402385.0
2025-05-19,FLAT,0,7.23,NEUTRAL,-0.03853080302706331,0.23714285714285716,,0.04999999999999982,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,402385.0,10402385.0
2025-05-20,LONG,5,7.27,LONG,0.35211925869545535,0.20857142857142857,6.914285714285714,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,402385.0,10402385.0
2025-05-21,FLAT,0,7.23,NEUTRAL,0.12286541983658562,0.2064285714285714,,0.04999999999999982,0.0,False,False,True,False,True,0.0,-5324.999999999893,0.0,-5324.999999999893,397060.0,10397060.0
2025-05-22,LONG,6,7.29,LONG,0.2649339933781988,0.21214285714285705,6.980357142857143,0.04999999999999982,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,397060.0,10397060.0
2025-05-27,LONG,6,7.36,LONG,0.1889940610935672,0.22999999999999993,7.165,0.040000000000000036,0.25,False,False,False,False,False,-22499.99999999992,0.0,0.0,0.0,423670.0,10423670.0
2025-05-28,FLAT,0,7.28,NEUTRAL,-0.10899749047699907,0.22071428571428564,,0.040000000000000036,0.0,False,False,False,False,False,0.0,-34889.99999999993,0.0,-34889.99999999993,388780.0,10388780.0
2025-05-29,FLAT,0,7.26,NEUTRAL,-0.03358215443473134,0.215,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,388780.0,10388780.0
2025-05-30,LONG,5,7.27,LONG,0.45675529514737834,0.19499999999999998,6.9475,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,388780.0,10388780.0
2025-06-02,LONG,5,7.51,LONG,0.23265031094770786,0.16714285714285726,7.27,0.040000000000000036,0.25,False,False,False,False,False,30000.00000000003,0.0,0.0,0.0,388780.0,10388780.0
2025-06-03,LONG,5,7.51,LONG,0.4778844130307469,0.172857142857143,7.27,0.040000000000000036,0.25,False,False,False,False,False,30000.00000000003,0.0,0.0,0.0,388780.0,10388780.0
2025-06-04,FLAT,0,7.56,NEUTRAL,0.13057474032002375,0.17000000000000007,,0.040000000000000036,0.0,False,False,False,False,False,0.0,35925.00000000001,0.0,35925.00000000001,424705.0,10424705.0
2025-06-05,LONG,7,7.6,LONG,0.5809794655189564,0.17642857142857155,7.345,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,424705.0,10424705.0
2025-06-06,LONG,7,7.51,LONG,0.3783318061304195,0.17357142857142868,7.345,0.04999999999999982,0.25,False,False,False,False,False,-15749.999999999975,0.0,0.0,0.0,424705.0,10424705.0
2025-06-09,LONG,7,7.59,LONG,0.2694533608775282,0.17071428571428582,7.345,0.04999999999999982,0.25,False,False,False,False,False,-1749.9999999999627,0.0,0.0,0.0,424705.0,10424705.0
2025-06-10,LONG,7,7.55,LONG,0.6519572202100967,0.16928571428571434,7.346071428571428,0.040000000000000036,0.25,False,False,False,False,False,-8749.999999999967,0.0,0.0,0.0,424705.0,10424705.0
2025-06-11,LONG,7,7.43,LONG,0.9161028387049772,0.17857142857142858,7.346071428571428,0.03000000000000025,0.25,False,False,False,False,False,-29749.999999999985,0.0,0.0,0.0,424705.0,10424705.0
2025-06-12,LONG,7,7.45,LONG,0.3501909686952373,0.1692857142857143,7.346071428571428,0.040000000000000036,0.25,False,False,False,False,False,-26249.99999999991,0.0,0.0,0.0,424705.0,10424705.0
2025-06-13,FLAT,0,7.45,LONG,0.3212583995160816,0.155,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,398000.0,10398000.0
2025-06-16,LONG,8,7.44,LONG,0.259362864087861,0.14999999999999997,7.2075000000000005,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,398000.0,10398000.0
2025-06-17,LONG,8,7.43,LONG,0.43514989818093797,0.14499999999999996,7.2225,0.040000000000000036,0.25,False,False,False,False,False,-2000.000000000135,0.0,0.0,0.0,398000.0,10398000.0
2025-06-18,LONG,8,7.49,LONG,0.5833242523473862,0.14285714285714285,7.275714285714286,0.040000000000000036,0.25,False,False,False,False,False,9999.999999999964,0.0,0.0,0.0,398000.0,10398000.0
2025-06-20,FLAT,0,7.51,NEUTRAL,0.1222339456586106,0.14642857142857135,,0.040000000000000036,0.0,False,False,False,False,False,0.0,13479.99999999988,0.0,13479.99999999988,411480.0,10411480.0
2025-06-23,LONG,8,7.58,LONG,0.433993379521559,0.13642857142857132,7.3603571428571435,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,411480.0,10411480.0
2025-06-25,LONG,8,7.62,LONG,0.6838191604441184,0.1328571428571428,7.420714285714286,0.040000000000000036,0.25,False,False,False,False,False,9999.999999999964,0.0,0.0,0.0,400960.0,10400960.0
2025-06-26,FLAT,0,7.78,LONG,0.2459166590786717,0.1342857142857142,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,442440.0,10442440.0
2025-06-27,LONG,9,7.81,LONG,0.4318987428986919,0.13571428571428568,7.6085714285714285,0.040000000000000036,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,442440.0,10442440.0
2025-06-30,FLAT,0,7.71,NEUTRAL,0.1150194914684331,0.1342857142857142,,0.04999999999999982,0.0,False,False,False,False,False,0.0,-23084.99999999992,0.0,-23084.99999999992,419355.0,10419355.0
2025-07-01,LONG,7,7.76,LONG,0.3959647518215037,0.17428571428571424,7.5060714285714285,0.03000000000000025,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,419355.0,10419355.0
2025-07-02,LONG,7,7.92,LONG,0.20124851246499428,0.17428571428571424,7.658571428571428,0.03000000000000025,0.25,False,False,False,False,False,28000.000000000025,0.0,0.0,0.0,419355.0,10419355.0
2025-07-03,FLAT,0,7.83,NEUTRAL,0.016213757226068375,0.17428571428571424,,0.040000000000000036,0.0,False,False,False,False,False,0.0,11795.00000000005,0.0,11795.00000000005,431150.0,10431150.0
2025-07-07,FLAT,0,7.72,NEUTRAL,-0.15807773064965397,0.1714285714285714,,0.03000000000000025,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,431150.0,10431150.0
2025-07-08,SHORT,14,8.72,SHORT,-0.2356653054803457,0.2585714285714286,8.977142857142859,0.03999999999999915,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,431150.0,10431150.0
2025-07-09,FLAT,0,8.4,NEUTRAL,-0.11537867692800917,0.2842857142857143,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542240.0,10542240.0
2025-07-10,SHORT,8,8.52,SHORT,-0.2844146245053154,0.29285714285714287,8.946428571428571,0.040000000000000924,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542240.0,10542240.0
2025-07-11,SHORT,8,8.53,SHORT,-0.2559809430325379,0.29857142857142854,8.946428571428571,0.030000000000001137,1.0,False,False,False,False,False,-1999.9999999999573,0.0,0.0,0.0,542240.0,10542240.0
2025-07-14,FLAT,0,8.47,NEUTRAL,0.03905084029001282,0.29857142857142854,,0.02999999999999936,0.0,False,False,False,False,False,0.0,9479.999999999787,0.0,9479.999999999787,551720.0,10551720.0
2025-07-15,FLAT,0,8.56,NEUTRAL,0.0027926460172669892,0.30071428571428566,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,551720.0,10551720.0
2025-07-16,FLAT,0,8.49,NEUTRAL,-0.09222085173916132,0.305,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,551720.0,10551720.0
2025-07-17,FLAT,0,8.51,NEUTRAL,0.05838824848144139,0.29142857142857137,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,551720.0,10551720.0
2025-07-18,SHORT,8,8.59,SHORT,-0.8384639957756088,0.29142857142857137,9.027142857142858,0.02999999999999936,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,551720.0,10551720.0
2025-07-21,FLAT,0,8.64,NEUTRAL,0.1580846982167975,0.29357142857142854,,0.02999999999999936,0.0,False,False,False,False,False,0.0,-10520.000000000142,0.0,-10520.000000000142,541200.0,10541200.0
2025-07-22,LONG,2,8.74,LONG,0.20495451546575255,0.3021428571428571,8.299642857142857,0.02999999999999936,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,541200.0,10541200.0
2025-07-23,LONG,2,8.84,LONG,0.23378063228290258,0.31,8.375,0.019999999999999574,0.5,False,False,False,False,False,4999.999999999982,0.0,0.0,0.0,541200.0,10541200.0
2025-07-25,FLAT,0,8.82,NEUTRAL,0.15364429624112744,0.31714285714285717,,0.02999999999999936,0.0,False,False,False,False,False,0.0,369.9999999999893,0.0,369.9999999999893,543440.0,10543440.0
2025-07-28,FLAT,0,8.6,NEUTRAL,0.0013422175916159712,0.2614285714285713,,0.030000000000001137,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,543440.0,10543440.0
2025-07-29,SHORT,9,8.65,SHORT,-0.32449954238860357,0.2414285714285715,9.042142857142856,0.02999999999999936,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,543440.0,10543440.0
2025-07-30,FLAT,0,8.65,NEUTRAL,0.1197717332273312,0.37000000000000005,,0.02999999999999936,0.0,False,False,False,False,False,0.0,-585.0,0.0,-585.0,542855.0,10542855.0
2025-07-31,FLAT,0,6.76,NEUTRAL,-0.1173919096670628,0.3857142857142858,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542855.0,10542855.0
2025-08-01,FLAT,0,6.89,NEUTRAL,-0.6978741621401497,0.31071428571428583,,0.040000000000000036,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542855.0,10542855.0
2025-08-04,FLAT,0,6.89,NEUTRAL,-0.012505046130261849,0.3057142857142859,,0.03000000000000025,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542855.0,10542855.0
2025-08-05,FLAT,0,6.82,NEUTRAL,-0.36753944015419565,0.30785714285714294,,0.02999999999999936,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,542855.0,10542855.0
