date,position_status,num_contracts,current_price,signal,forecasted_return,atr,stop_loss,carry_spread,carry_multiplier,volume_scanner_triggered,atr_scanner_triggered,structure_scanner_triggered,market_risk_scanner_triggered,any_scanner_triggered,unrealized_pnl,realized_pnl,roll_pnl,daily_total_pnl,cumulative_pnl,equity
2024-01-02,FLAT,0,5.73,NEUTRAL,-0.07476955945160867,0.09285714285714272,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-03,FLAT,0,5.75,NEUTRAL,-0.06132707930510706,0.09285714285714278,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-04,FLAT,0,5.73,NEUTRAL,-0.08534590120725288,0.09071428571428562,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-05,FLAT,0,5.65,NEUTRAL,0.06839338846188207,0.08857142857142852,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-08,FLAT,0,5.68,NEUTRAL,0.09445235991050581,0.08642857142857142,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-09,FLAT,0,5.62,NEUTRAL,0.055549647060299134,0.09071428571428575,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-10,FLAT,0,5.65,NEUTRAL,-0.005663920268234014,0.08500000000000003,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-11,FLAT,0,5.67,NEUTRAL,0.11433046760395146,0.08357142857142863,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-12,FLAT,0,5.58,NEUTRAL,0.03979628673916493,0.08714285714285719,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-16,FLAT,0,5.71,NEUTRAL,0.11451347174960784,0.09357142857142861,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-17,FLAT,0,5.72,NEUTRAL,-0.14456853675243297,0.09357142857142854,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-18,FLAT,0,5.71,NEUTRAL,-0.04343102855506854,0.09000000000000005,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-19,FLAT,0,5.75,NEUTRAL,-0.14331892334128873,0.09000000000000005,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-22,FLAT,0,5.71,NEUTRAL,0.01962338726223915,0.08928571428571434,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-23,FLAT,0,5.78,NEUTRAL,0.06362070413528678,0.0921428571428572,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-24,SHORT,52,5.88,SHORT,-0.17762704369032614,0.09714285714285717,6.0182142857142855,0.020000000000000462,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,10000000.0
2024-01-26,FLAT,0,5.84,NEUTRAL,0.0921244230786037,0.09214285714285715,,0.03000000000000025,0.0,False,False,False,False,False,0.0,74620.00000000065,0.0,74620.00000000065,71240.0,10071240.0
2024-01-29,LONG,13,5.88,LONG,0.21819140263422807,0.09357142857142861,5.741785714285714,0.020000000000000462,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,71240.0,10071240.0
2024-01-30,FLAT,0,5.94,NEUTRAL,0.04830782032378333,0.09000000000000005,,0.019999999999999574,0.0,False,False,False,False,False,0.0,18655.000000000164,0.0,18655.000000000164,89895.0,10089895.0
2024-01-31,FLAT,0,5.91,NEUTRAL,0.10567968683271092,0.09357142857142861,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,89895.0,10089895.0
2024-02-01,FLAT,0,5.91,NEUTRAL,0.13182827640947137,0.08214285714285705,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,89895.0,10089895.0
2024-02-02,FLAT,0,5.88,NEUTRAL,0.006598224939079848,0.07714285714285703,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,89895.0,10089895.0
2024-02-05,LONG,15,5.85,LONG,0.21845318639377262,0.07357142857142847,5.734285714285714,0.020000000000000462,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,89895.0,10089895.0
2024-02-06,FLAT,0,5.83,NEUTRAL,-0.028857767910653448,0.07214285714285706,,0.019999999999999574,0.0,False,False,False,False,False,0.0,-8474.99999999984,0.0,-8474.99999999984,81420.0,10081420.0
2024-02-07,FLAT,0,5.74,NEUTRAL,0.07276205837831823,0.07428571428571422,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-08,FLAT,0,5.73,NEUTRAL,0.06212840582148116,0.07857142857142854,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-09,FLAT,0,5.66,NEUTRAL,0.004465861899980982,0.08214285714285717,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-12,FLAT,0,5.72,NEUTRAL,0.01573323986249396,0.08,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-13,FLAT,0,5.75,NEUTRAL,0.020534748955656365,0.08071428571428571,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-14,FLAT,0,5.72,NEUTRAL,-0.07139233199870651,0.08071428571428571,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-15,FLAT,0,5.77,NEUTRAL,0.11164376749366378,0.08214285714285717,,0.020000000000000462,0.0,False,False,True,False,True,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-16,FLAT,0,5.89,NEUTRAL,0.10489022566352274,0.08357142857142856,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-20,FLAT,0,5.89,NEUTRAL,0.10847268898227323,0.08428571428571427,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-21,LONG,28,5.93,LONG,0.3327526495980742,0.08499999999999996,5.803571428571428,0.010000000000000675,0.5,False,False,False,False,False,0.0,0.0,0.0,0.0,81420.0,10081420.0
2024-02-23,FLAT,0,5.93,NEUTRAL,0.0800926775605574,0.08642857142857142,,0.020000000000000462,0.0,False,False,False,False,False,0.0,-36820.000000000495,0.0,-36820.000000000495,70780.0,10070780.0
2024-02-26,FLAT,0,5.85,NEUTRAL,-0.002206706006117533,0.08499999999999996,,0.010000000000000675,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,70780.0,10070780.0
2024-02-27,SHORT,56,5.87,SHORT,-0.3397569242515082,0.08499999999999996,5.9975000000000005,0.009999999999999787,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,70780.0,10070780.0
2024-02-28,FLAT,0,5.9,NEUTRAL,0.08157431261327922,0.0814285714285714,,0.009999999999999787,0.0,False,False,False,False,False,0.0,-45640.00000000035,0.0,-45640.00000000035,25140.0,10025140.0
2024-02-29,FLAT,0,5.9,NEUTRAL,0.05717754047312473,0.07499999999999998,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,25140.0,10025140.0
2024-03-01,FLAT,0,5.91,NEUTRAL,0.147402661441267,0.08142857142857166,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,25140.0,10025140.0
2024-03-04,FLAT,0,5.92,NEUTRAL,0.12694693689152017,0.0792857142857145,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,25140.0,10025140.0
2024-03-05,LONG,30,5.9,LONG,0.31160881421394815,0.0750000000000003,5.781071428571429,0.019999999999999574,0.5,False,False,False,False,False,0.0,0.0,0.0,0.0,25140.0,10025140.0
2024-03-06,LONG,30,5.9,LONG,0.1937798732145804,0.07785714285714317,5.783214285714285,0.019999999999999574,0.5,False,False,False,False,False,0.0,0.0,0.0,0.0,25140.0,10025140.0
2024-03-07,FLAT,0,5.93,NEUTRAL,0.09001807178924139,0.08000000000000032,,0.020000000000000462,0.0,False,False,False,False,False,0.0,20549.99999999952,0.0,20549.99999999952,45690.0,10045690.0
2024-03-08,FLAT,0,5.86,NEUTRAL,0.09056729272555673,0.07642857142857176,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,45690.0,10045690.0
2024-03-11,FLAT,0,5.95,NEUTRAL,0.06749582289095035,0.0750000000000003,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,45690.0,10045690.0
2024-03-12,FLAT,0,5.96,NEUTRAL,0.09054314376263005,0.07428571428571454,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,45690.0,10045690.0
2024-03-13,FLAT,0,6.13,NEUTRAL,-0.023499432668847853,0.08642857142857162,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,45690.0,10045690.0
2024-03-14,LONG,13,6.14,LONG,0.175197049877433,0.08714285714285731,6.010357142857142,0.020000000000000462,0.25,False,False,False,False,False,0.0,0.0,0.0,0.0,45690.0,10045690.0
2024-03-15,FLAT,0,6.28,NEUTRAL,-0.015410239222522108,0.09142857142857157,,0.019999999999999574,0.0,False,False,False,False,False,0.0,44655.00000000018,0.0,44655.00000000018,90345.0,10090345.0
2024-03-18,FLAT,0,6.3,NEUTRAL,0.034621036111516464,0.09571428571428583,,0.009999999999999787,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,90345.0,10090345.0
2024-03-19,FLAT,0,6.24,NEUTRAL,0.023471230730415404,0.10000000000000009,,0.019999999999999574,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,90345.0,10090345.0
2024-03-20,FLAT,0,6.21,NEUTRAL,-0.03206555430535242,0.10357142857142858,,0.020000000000000462,0.0,False,False,False,False,False,0.0,0.0,0.0,0.0,90345.0,10090345.0
2024-03-21,SHORT,46,6.18,SHORT,-0.36832206014520746,0.10642857142857144,6.335357142857142,0.020000000000000462,1.0,False,False,False,False,False,0.0,0.0,0.0,0.0,90345.0,10090345.0
2024-03-25,SHORT,46,6.14,SHORT,-0.25495060261915486,0.11285714285714292,0.0,0.03000000000000025,1.0,False,False,False,False,False,34500.00000000029,0.0,0.0,0.0,121855.0,10121855.0
